timestamp;filter_size;dropout;test_loss;test_shape_output_loss;test_rotation_output_loss;test_size_output_loss;test_shape_output_accuracy;test_rotation_output_min_angle_error;test_size_output_accuracy;optimizer;dense;epochs
1600246593.0444732;200;0.4;0.2097380407036536;0.1567784547805786;0.12589578330516815;0.052607543766498566;0.9522075653076172;0.12588347494602203;0.984320878982544;Adam;384;20
1600248935.0911887;64;0.4;0.2506068023407249;0.1871197372674942;0.13350313901901245;0.06312254816293716;0.934664249420166;0.13350313901901245;0.9777582883834839;Adam;256;15
1600255054.8689456;200;0.4;0.1912456968803565;0.14082437753677368;0.11740939319133759;0.0500946119427681;0.952863335609436;0.11738333851099014;0.9836564064025879;Adam;384;25
1600260258.4182322;200;0.4;0.2552205298557012;0.17605148255825043;0.4423849582672119;0.07793854176998138;0.9514482021331787;0.3455507755279541;0.9794756174087524;Adam;384;30
